name,mass,lum,mag,temp,dist,const,desc,multi
Beta Piscium,4.70,523.60,4.48,15500,410.00,Pisces,"Beta Piscium, formally named Fumalsamakah /ˌfʌməlˈsæməkə/, is a blue-white hued star in the zodiac constellation of Pisces. Its apparent magnitude is 4.40, meaning it can be faintly seen with the naked eye. Based on parallax measurements taken during the Hipparcos mission, it is about 410 light-years (125 parsecs) distant from the Sun.",1
Beta Scorpii,15.00,"7,900.00",2.56,26400,400.00,Scorpius,"Beta Scorpii is a multiple star system in the southern zodiac constellation of Scorpius. It bore the traditional proper name of Acrab, though the International Astronomical Union now regards that name as applying only to the β Scorpii Aa component.",4
Beta Tauri,5.00,700.00,1.65,13800,134.00,Taurus,"Beta Tauri, officially named Elnath, is the second-brightest star located in the constellation borders of Taurus and Auriga with an apparent magnitude of 1.65. It is a chemically peculiar B7 giant star, 134 light years away from Earth. It had a co-existing name Gamma Aurigae. Elnath's absolute magnitude is -1.34, similar to another star in Taurus, Maia in the Pleiades star cluster. Like Maia, β Tauri is a B-class giant with a luminosity 700 times solar. It has evolved away from the main sequence to become a giant star, larger and cooler than when it was on the main sequence. However, being approximately 130 light-years distant compared to Maia's estimated 360 light-years, β Tauri ranks as the second-brightest star in the constellation.",1
Beta Ursae Majoris,2.70,63.02,2.34,9377,79.70,Ursa Major,"Beta Ursae Majoris, formally named Merak is a star in the northern circumpolar constellation of Ursa Major. The apparent visual magnitude of this star is +2.37, which means it is readily visible to the naked eye. It is more familiar to northern hemisphere observers as one of the ""pointer stars"" in the Big Dipper, or the Plough (UK), which is a prominent asterism of seven stars that forms part of the larger constellation. Extending an imaginary straight line from this star through the nearby Alpha Ursae Majoris (Dubhe) extends to Polaris, the north star.",1
Beta Ursae Minoris,2.20,390.00,2.07,4030,130.90,Ursa Minor,"Beta Ursae Minoris, formally named Kochab, is the brightest star in the bowl of the Little Dipper asterism (which is part of the constellation of Ursa Minor), and only slightly fainter than Polaris, the northern pole star and brightest star in Ursa Minor. Kochab is 16 degrees from Polaris and has an apparent visual magnitude of 2.08. The distance to this star from the Sun can be deduced from the parallax measurements made during the Hipparcos mission, yielding a value of 130.9 light-years (40.1 parsecs). Amateur astronomers can use Kochab as a very precise guide for setting up a telescope, as the celestial north pole is located 43 arcminutes away from Polaris, very close to the line connecting Polaris with Kochab. This is a giant star with a stellar classification of K4 III. It is 130 times more luminous than the Sun. Kochab has reached a state in its evolution where the outer envelope has expanded to 42 times the girth of the Sun. This enlarged atmosphere is radiating 390 times as much luminosity as the Sun from its outer atmosphere at an effective temperature of 4,030 K. This heat gives the star the orange-hued glow of a K-type star. By modelling this star based upon evolutionary tracks, the mass of this star can be estimated as 2.2 ± 0.3 that of the Sun. A mass estimate using the interferometrically-measured radius of this star and its spectroscopically-determined surface gravity yields 2.5 ± 0.9 solar masses. The star is known to undergo periodic variations in luminosity over roughly 4.6 days, with the astroseismic frequencies depending sensitively on the star's mass. From this, a much lower mass estimate of 1.3 ± 0.3 solar is reached.",1
Beta Virginis,1.25,3.60,3.59,6132,35.65,Virgo,"Beta Virginis, formally named Zavijava, is (despite its designation 'beta') the fifth-brightest star in the constellation of Virgo. Larger and more massive than the Sun, it is comparatively metal-rich (that is, it has a higher preponderance of elements heavier than helium). Zavijava is from the Arabic زاوية العواء zāwiyat al-cawwa’ 'corner of the barking (dog)'. According to Nelson & Angel (1998),[18] Beta Virginis could host two or three jovian planets in wide orbits. The authors have set an upper limit of 1.9, 5 and 23 Jupiter masses for the putative planets with orbital periods of 15, 25 and 50 years respectively.",1
Beta¹ Sagittarii,3.67,324.00,3.96,11960,310.00,Sagittarius,"Beta¹ Sagittarii, latinized from β1 Sagittarii, is a binary star system in the zodiac constellation of Sagittarius, next to the southern constellation border with Telescopium. The brighter primary is named Arkab Prior, the traditional name of the system. It is visible to the naked eye with a combined apparent visual magnitude of +4.01. Based upon an annual parallax shift of 10.40 mas as seen from Earth, it is located roughly 310 light-years from the Sun. At Beta¹ Sagittarii's distance, the visual magnitude is diminished by an extinction factor of 0.17 due to interstellar dust. The designations of the two components as Beta¹ Sagittarii A and B derive from the convention used by the Washington Multiplicity Catalog (WMC) for multiple star systems, and adopted by the International Astronomical Union (IAU).",2
Beta² Sagittarii,1.43,20.00,4.27,7035,134.00,Sagittarius,"Beta² Sagittarii is a star in the zodiac constellation of Sagittarius. It is visible to the naked eye, having an apparent visual magnitude of +4.29. Based upon an annual parallax shift of 24.31 mas as seen from Earth, it is located 134 light-years from the Sun. Based upon variations in its proper motion, this is a probable astrometric binary system. The WGSN approved the name Arkab Posterior for Beta² Sagittarii on 5 October 2016 and it is now so included in the List of IAU-approved Star Names.",2
Betelgeuse,11.00,"140,000.00",0.50,3590,700.00,Orion,"Betelgeuse is usually the tenth-brightest star in the night sky and, after Rigel, the second-brightest in the constellation of Orion. It is a distinctly reddish semiregular variable star whose apparent magnitude, varying between +0.0 and +1.6, has the widest range displayed by any first-magnitude star. At near-infrared wavelengths, Betelgeuse is the brightest star in the night sky. Its Bayer designation is α Orionis. Betelgeuse is generally considered to be a single isolated star and a runaway star, not currently associated with any cluster or star-forming region, although its birthplace is unclear. Betelgeuse is classified as a semiregular variable star, indicating that some periodicity is noticeable in the brightness changes, but amplitudes may vary, cycles may have different lengths, and there may be standstills or periods of irregularity.",1
Bharani,3.10,160.00,3.61,11900,166.00,Aries,"41 Arietis is a triple star system in the northern constellation of Aries. With an apparent visual magnitude of 3.63, this system is readily visible to the naked eye. It has an annual parallax shift of 19.69 mas, which indicates it is at a distance of 166 light-years (51 parsecs) from the Sun.The system consists of a binary pair, designated 41 Arietis A, together with a third companion star, 41 Arietis D. (41 Arietis B and C form optical pairs with A, but are not physically related.) The components of A are themselves designated 41 Arietis Aa and Ab.",3
Biham,2.14,23.70,3.52,7872,92.00,pegasus,"θ Pegasi, Latinized as Theta Pegasi, is a sin star in the equatorial constellation of Pegasus, lying about 7.5 degrees southwest of Enif. It has the traditional name Biham and the Flamsteed designation 26 Pegasi. This object is visible to the naked eye as a white-hued point of light with an apparent visual magnitude of +3.52. The system is located 92 light years from the Sun based on parallax, but is drifting closer with a radial velocity of −8 km/s.",1
Botein,1.91,45.00,4.35,4810,170.00,Aries,"Delta Arietis, officially named Botein, is a star in the northern constellation of Aries, 1.8 degrees north of the ecliptic. The apparent visual magnitude is 4.35, so it is visible to the naked eye. It has an annual parallax shift of 19.22 mas; corresponding to a distance of about 170 light-years from the Sun.Delta Arietis is an evolved giant star with a stellar classification of K2 III. It belongs to a population known as red clump giants, which means it is generating energy through the fusion of helium at its core. With close to twice the mass of the Sun, the outer envelope has expanded until it is around te times the Sun's radius. It shines with 45 times the Sun's luminosity at an effective temperature of 4,810 K, giving it the orange-hued glow of a K-type star. It is a suspected variable star that ranges in magnitude from 4.33 to 4.37.",1
Brachium,2.20,"1,820.00",3.25,3596,288.00,Libra,"Sigma Librae is a binary star in the constellation of Libra. The apparent visual magnitude is +3.29, making it visible to the naked eye. Based upon parallax measurements, this system is at a distance of roughly 288 light-years (88 parsecs) from the Sun, with a 2% margin of error. At that distance, the visual magnitude is diminished by 0.20 ± 0.17 from extinction caused by intervening gas and dust.",2
BU Tauri,3.40,190.00,5.05,12000,392.00,Taurus,"Pleion is a binary star and the seventh-brightest star in the Pleiades star cluster (Messier 45). It has the variable star designation BU Tauri (BU Tau) and the Flamsteed designation 28 Tauri (28 Tau). The star is located approximately 120 parsecs (390 light-years) from the Sun, appearing in the constellation of Taurus. Pleione is located close on the sky to the brighter star Atlas, so is difficult for stargazers to distinguish with the naked eye despite being a fifth magnitude star. The brighter star of the Pleione binary pair, component A, is a hot type B star 190 times more luminous than the Sun. It is classified as Be star with certain distinguishing traits: periodic phase changes and a complex circumstellar environment composed of two gaseous disks at different angles to each other. The primary star rotates rapidly, close to its breakup velocity, even faster than Achernar. Although some research on the companion star has been performed, stellar characteristics of the orbiting B component are not well known.",2
Bunda,1.90,2.24,4.80,7691,179.00,Aquarius,"Xi Aquarii is a binary star system in the equatorial constellation of Aquarius. It is visible to the naked eye with an apparent visual magnitude of 4.7. Based upon parallax measurements made during the Hipparcos mission, this system lies at a distance of around 179 light-years (55 parsecs) from the Sun.",1
Canopus,8.00,"10,700.00",-0.74,6998,310.00,Carina,"Canopus is the brightest star in the southern constellation of Carina. It is around 310 light-years from the Sun. With a visual apparent magnitude of −0.74, it is the second-brightest star in the night sky, after Sirius. Its proper name is generally considered to originate from the mythological Canopus, who was a navigator for Menelaus, king of Sparta. Canopus has the Bayer designation α Carinae, which is Latinised to Alpha Carinae and abbreviated Alpha Car or α Car. Canopus was little-studied by western scientists before the 20th century. It was given a spectral class of F in 1897, an early use of this extension to Secchi class I, applied to those stars where the hydrogen lines are relatively weak and the calcium K line relatively strong.",1
Capella,2.57,78.70,0.08,4940,43.44,Auriga,"Capella, designated α Aurigae, is the brightest star in the constellation of Auriga, the sixth-brightest star in the night sky, and the third-brightest in the northern celestial hemisphere after Arcturus and Vega. A prominent object in the northern winter sky, it is circumpolar to observers north of 44°N. Its name meaning ""little goat"" in Latin, Capella depicted the goat Amalthea that suckled Zeus in classical mythology. Capella is relatively close, at 42.9 light-years (13.2 pc) from the Sun. With an average apparent magnitude of +0.08, Capella is the brightest object in the constellation Auriga, the sixth-brightest star in the night sky, the third-brightest in the northern celestial hemisphere (after Arcturus and Vega), and the fourth-brightest visible to the naked eye from the latitude 40°N.",1
Caph,1.91,27.30,2.28,70759,54.70,Cassiopea,"Beta Cassiopeia, officially named Caph, is a Delta Scuti variable star in the constellation of Cassiopeia. It is a giant star belonging to the spectral class F2. The white star of second magnitude (+2.27 mag) has an absolute magnitude of +1.16 mag.With a mean apparent magnitude (V-band) of +2.27, it is one of the five stars which make up the 'W' of Cassiopeia, adjacent to the just brighter Schedar (Alpha Cassiopeiae). SN 1572, traditionally known as Tycho's Star, appeared about 5 degrees to the northwest of Caph in 1572.",1
Castor,0.60,0.07,1.98,3820,51.00,Gemini,"Castor is the second-brightest object in the zodiac constellation of Gemini and one of the brightest stars in the night sky. It has the Bayer designation α Geminorum, which is Latinised to Alpha Geminorum and abbreviated Alpha Gem or α Gem. It appears singular to the naked eye, but it is actually a sextuple star system organized into three binary pairs, made up of the stars Castor Aa, Castor Ab, Castor Ba, Castor Bb, Castor Ca, and Castor Cb. Although it is the 'α' (alpha) member of the constellation, it is fainter than 'β' (beta) Geminorum, Pollux.",6
Castula,1.44,55.30,4.62,4937,189.00,Cassiopeia,"Upsilon2 Cassiopeiae, latinised from υ2 Cassiopeiae, is a solitary star in the constellation of Cassiopeia, a few degrees to the south of Gamma Cassiopeiae. It has the proper name Castula, which has been officially adopted by the IAU. The star has a yellow hue and is faintly visible to the naked eye with an apparent visual magnitude of +4.62. Based upon parallax measurements, it is located at a distance of approximately 189 light years from the Sun. The star is drifting closer with a radial velocity of −48 km/s.",1
Cebalrai,1.13,63.40,2.76,4467,81.80,Ophiuchus,"Beta Ophiuchi, also named Cebalra, is a star in the equatorial constellation of Ophiuchus. The apparent visual magnitude of this star is 2.7, which is readily visible to the naked eye even from urban skies. The distance to this star can be estimated using parallax measurements, yielding a value of 81.8 light-years (25.1 parsecs) from the Sun.",1
Celaeno,4.00,344.00,5.45,12800,430.00,Taurus,"Celaeno, designated 16 Tauri, is a star in the constellation of Taurus and a member of the Pleiades open star cluster (M45) of stars. 16 Tauri is a blue-white B-type subgiant with an apparent magnitude of +5.45. It is approximately 430 light years from the Sun; about the same distance as the Pleiades. The interstellar extinction of this star is fairly small at 0.05 magnitudes. The projected rotational velocity of the equator is 185 km/s. It is over four times the radius of the Sun and has a surface temperature of 12,800 K.",1
Cervantes,1.10,1.90,5.15,5820,50.60,Ara,"Mu Arae, often designated HD 160691, officially named Cervantes is a main sequence G-type star approximately 50 light-years away from the Sun in the constellation of Ara. The star has a planetary system with four known extrasolar planets (designated Mu Arae b, c, d and e; later named Quijote, Dulcinea, Rocinante and Sancho, respectively), three of them with masses comparable to that of Jupiter. The system's innermost planet was the first 'hot Neptune' or 'super-Earth' to be discovered.",1
Chalawan,1.08,1.48,5.03,5887,45.90,Ursa Major,"47 Ursae Majoris, formally named Chalawan is a yellow dwarf star approximately 46 light-years from Earth in the constellation of Ursa Major. As of 2011, three extrasolar planets (designated 47 Ursae Majoris b, c and d; the first two later named Taphao Thong and Taphao Kaew) are believed to orbit the star.The star is located fairly close to the Solar System: according to astrometric measurements made by the Hipparcos astrometry satellite, it exhibits a parallax of 71.11 milliarcseconds, corresponding to a distance of 45.913 light-years. With an apparent magnitude of +5.03, it is visible to the naked eye and its absolute magnitude of +4.29 implies a visual luminosity around 60% greater than the Sun. A solar analog, with a spectral type of G1V, it has a similar mass to that of the Sun but is slightly hotter at around 5,882 K. and slightly more metal-rich with around 110% of the solar abundance of iron.",1
Chamukuy,2.86,21.00,3.73,7800,152.00,Taurus,"Theta Tauri is a wide double star in the constellation of Taurus and a member of the Hyades open cluster. θ Tauri is composed of two 3rd magnitude stars, designated Theta¹ Tauri (Theta Tauri B) and Theta² Tauri (Theta Tauri A). Theta² is brighter, hence the pair are sometimes referred to as Theta Tauri B and A, respectively. They are separated by 5.62 arcminutes (0.094°) on the sky. Based upon parallax measurements, Theta¹ Tauri is located at a distance of 152 ly (47 pc), while Theta² Tauri is at a distance of 157 light-years (48 parsecs). θ Tauri A and B are both spectroscopic binaries; the four components are designated Theta Tauri Aa (formally named Chamukuy, Ab, Ba, and Bb.",2
Chara,1.03,1.15,4.24,5653,27.53,Canes Venatici,"Beta Canum Venaticorum, also named Chara, is a G-type main-sequence star in the northern constellation of Canes Venatici. At an apparent visual magnitude of 4.26, it is the second-brightest star in the constellation. Based upon an annual parallax shift of 118.49 mas, this star is 27.53 light-years (8.44 parsecs) distant from the Sun. Along with the brighter star Cor Caroli, the pair form the ""southern dog"" in this constellation that represents hunting dogs.",1
Chertan,2.50,141.00,3.33,9350,165.00,Leo,"Theta Leonis, Latinized from θ Leonis, formally named Chertan, is a star in the constellation of Leo. With an apparent visual magnitude of +3.324 it is visible to the naked eye and forms one of the brighter stars in the constellation. The distance from the Sun can be directly determined from parallax measurements, yielding a value of about 165 light-years (51 parsecs). This is a large star with 2.5 times the mass of the Sun. The spectrum matches a stellar classification of A2 V, making this a seemingly typical A-type main sequence star. However, the spectrum shows enhanced absorption lines of metals, marking this as a chemically peculiar Am star. The abundance of elements other than hydrogen and helium, what astronomers term the star's metallicity, appears around 12% higher than in the Sun. It is radiating 141 times the luminosity of the Sun from its outer atmosphere at an effective temperature of 9,350 K, literally giving it a white-hot glow.",1
Chi Ursae Majoris,1.49,158.00,3.69,4416,184.00,Ursa Major,"Chi Ursae Majoris, formally named Taiyangshou, is a star in the constellation of Ursa Major. It is approximately 246 light-years from the Sun. It bore the traditional name Tai Yang Show, ""the Sun Governor"", from Chinese astronomy. Chi Ursae Majoris is an evolved, orange hued K-type giant with an apparent magnitude of +3.69. This star has 20.8±0.8 times the radius of the Sun and 1.49 times the Sun's mass. The spiral galaxy in Ursa Major, NGC 3877 (= H I.201), type Sc, is best found from Chi Ursae Majoris, which is almost exactly 15 arcminutes north of the galaxy.",1
Copernicus,0.96,0.59,5.95,5165,41.06,Cancer,"55 Cancri is a binary star system located 41 light-years away from the Sun in the zodiac constellation of Cancer. It has the Bayer designation Rho1 Cancri (ρ1 Cancri); 55 Cancri is the Flamsteed designation (abbreviated 55 Cnc). The system consists of a K-type star (designated 55 Cancri A, also named Copernicus and a smaller red dwarf (55 Cancri B). As of 2015, five extrasolar planets (designated 55 Cancri b, c, d, e and f; named Galileo, Brahe, Lipperhey, Janssen and Harriot, respectively) are believed to orbit 55 Cancri A.",2
Cor Caroli,2.97,101.00,2.89,11600,115.00,Canes Venatici,"The Cor Caroli system is a binary star designated Alpha Canum Venaticorum (α Canum Venaticorum, abbreviated Alpha CVn, α CVn). The International Astronomical Union uses the name ""Cor Caroli"" specifically for the brighter star of the binary. Alpha Canum Venaticorum is the brightest point of light in the northern constellation of Canes Venatici.",2
Cujam,2.14,70.00,4.57,10052,250.00,Hercules,"Omega Herculis, is a binary star system in the northern constellation of Hercules. Based upon an annual parallax shift of 13.04 mas as seen from Earth, it is located around 250 light-years from the Sun. It is faintly visible to the naked eye, having a combined apparent visual magnitude of 4.58. The system is a candidate for membership in the Ursa Major Moving Group, although this remains uncertain.",2
Cursa,2.00,25.00,2.78,8360,89.00,Eridanus,"Beta Eridani, is the second-brightest star in the constellation of Eridanus, located in the northeast end of this constellation near the shared border with Orion. The apparent visual magnitude of this star is 2.796, so it can be viewed with the naked eye in dark skies. Parallax measurements yield an estimated distance of about 89 light-years (27 parsecs) from the Earth. β Eridani has a spectral type of A3 III, with the luminosity class III indicating that this is a giant star which has consumed the hydrogen at its core and evolved away from the main sequence. The effective temperature of the outer envelope is about 8,104 K, which gives the star a white hue typical of A-type stars. The projected rotational velocity is a rapid 196 km s−1, compared to 2 km s−1 along the Sun's equator. The star is known to vary in apparent visual magnitude, ranging between 2.72 and 2.80.",1
Dabih,3.90,600.00,3.05,4900,328.00,Capricornus,"Beta Capricorni is a multiple star system in the constellation of Capricornus and located 328 light-years from the Sun. Because it is near the ecliptic, Beta Capricorni can be occulted by the Moon, and also (rarely) by planets. The system is believed to consist of five stars.[3] With binoculars or a small telescope, Beta Capricorni can be resolved into a binary pair. The brighter of the two is designated Beta¹ Capricorni or Beta Capricorni A; the dimmer, Beta² Capricorni or Beta Capricorni B. Both are themselves made up of multiple stars.",5
Dalim,1.33,4.87,3.86,6240,46.40,Fornax,"Alpha Fornacis is a binary star system in the southern constellation of Fornax. It is the brightest star in the constellation and the only one brighter than magnitude 4.0. Based on parallax measurements obtained during the Hipparcos mission, it is approximately 46 light-years (14 parsecs) distant from the Sun. Alpha Fornacis has a high proper motion and the system displays an excess of infrared emission, which may indicate the presence of circumstellar material such as a debris disk. The space velocity components of this star are (U, V, W) = (−35, +20, +30) km/s.",2
Delta Aquarii,2.51,48.00,3.27,8650,113.00,Aquarius,"Delta Aquarii, officially named Skat,is the third-brightest star in the constellation of Aquarius. The apparent visual magnitude is 3.3, which can be seen with the naked eye. The distance to this star is about 113 light-years (35 parsecs) based upon parallax measurements, and it has a close companion. It bore the traditional name Skat (also rendered Scheat, Seat, Sheat, etc., which was erroneously applied to Beta Pegasi in late medieval times), from the Arabic الساق al-sāq ""shin"". The spectrum of Delta Aquarii matches a stellar classification of A3 Vp, indicating this is a chemically peculiar A-type main-sequence star that is generating energy through the nuclear fusion of hydrogen at its core. An analysis of Hipparcos data strongly suggested a close companion object. An orbit was derived with a 483-day period, an eccentricity of 0.12, and an inclination of 41°. When Delta Aquarii was first examined for the companion, it could not be seen. Any possible companion beyond 100 au was constrained to be less than 0.07 M☉. Infrared interferometric observations did then find a companion, a likely G5 main sequence star around 2 au from the primary.",2
Delta Arietis,1.91,45.00,4.35,4810,170.00,Aries,"Delta Arietis, officially named Botein, is a star in the northern constellation of Aries, 1.8 degrees north of the ecliptic. The apparent visual magnitude is 4.35, so it is visible to the naked eye. It has an annual parallax shift of 19.22 mas; corresponding to a distance of about 170 light-years from the Sun.Delta Arietis is an evolved giant star with a stellar classification of K2 III. It belongs to a population known as red clump giants, which means it is generating energy through the fusion of helium at its core. With close to twice the mass of the Sun, the outer envelope has expanded until it is around te times the Sun's radius. It shines with 45 times the Sun's luminosity at an effective temperature of 4,810 K, giving it the orange-hued glow of a K-type star. It is a suspected variable star that ranges in magnitude from 4.33 to 4.37.",1
Delta Cancri,1.71,52.00,3.94,4637,131.00,Cancer,"Delta Cancri is a double star about 180 light-years from the Sun in the constellation of Cancer. Its two main constituents are designated Delta Cancri A and B. A is itself a binary star whose components are Delta Cancri Aa (formally named Asellus Australis, the traditional name of the entire system) and Ab. It bore the traditional name Asellus Australis which is Latin for ""southern donkey colt"".",2
Delta Canis Majoris,16.90,"82,000.00",1.83,6390,"1,600.00",Canis Major,"Delta Canis Majoris, officially named Wezen, is a star in the constellation of Canis Major. It is a yellow-white F-type supergiant with an apparent magnitude of +1.83. Since 1943, the spectrum of this star has served as one of the stable anchor points by which other stars are classified. Delta Canis Majoris is the third-brightest star in the constellation after Sirius and ε Canis Majoris (Adhara), with an apparent magnitude of +1.83, and is white or yellow-white in colour. The traditional name, Wezen (alternatively Wesen, or Wezea), is derived from the medieval Arabic وزن al-wazn, which means 'weight' in modern Arabic. Delta Canis Majoris is a supergiant of class F8 with a radius around 215 times that of the Sun. Its surface temperature is around 5,818 K, and it is 17 times more massive than the Sun. Its absolute magnitude is −6.87, and it lies around 1,600 light-years away. It is rotating at a speed of around 28 km/s, and hence may take a year to rotate fully.",1
Delta Capricorni,2.00,8.50,2.85,7300,38.70,Capricornus,"Delta Capricorni is a multiple star system about 39 light-years away in the constellation of Capricornus (the Sea Goat). The primary star in the system is a white giant and the combined light of its members makes it the brightest star in the constellation. The system consists of an eclipsing binary,[12] Delta Capricorni A, and two companion stars, B and C.[13] A's two components are themselves designated Delta Capricorni Aa (formally named Deneb Algedi /ˌdɛnɛb ælˈdʒiːdiː/, the traditional name of the system)[14][15] and Ab.",4
Delta Cassiopeiae,2.49,72.88,2.66,7980,99.40,Cassiopeia,"Delta Cassiopeiae is an eclipsing binary star system in the northern circumpolar constellation of Cassiopeia. Based on parallax measurements taken during the Hipparcos mission, it is approximately 99.4 light-years (30.5 parsecs) from the Earth. Delta Cassiopeiae is the primary or 'A' component of a multiple star system designated WDS J01258+6014. Delta Cassiopeiae's two components are therefore designated WDS J01258+6014 Aa and Ab. Aa is officially named Ruchbah, the traditional name for the system. Delta Cassiopeiae is a possible eclipsing binary star system consisting of a pair of stars that orbit about each other over a period of 759 days. The combined apparent visual magnitude of the two stars is 2.68, making it readily observable with the naked eye. Eclipses have been reported with a period of 759 days.",2
Delta Corvi,2.74,69.00,2.94,10400,86.90,Corvus,"Delta Corvi, also named Algorab, is a third magnitude star at a distance of 86.9 light-years (26.6 parsecs) from the Sun in the southern constellation of Corvus. Delta Corvi has more than 2.7 times the mass of the Sun, which is causing it to radiate a much higher energy output—roughly 69 times the Sun's luminosity. The effective temperature of the outer atmosphere is 10400 K, giving it the white hue of an A-type star. The spectrum matches a stellar classification of A0 IV(n) kB9. However it is more luminous—65-70 times that of the Sun—than it would be if it were on the main sequence. Hence it is either a subgiant star around 260 million years old that has nearly exhausted the supply of hydrogen at its core and is in the process of evolving away from the main sequence of stars like the Sun, or a pre main sequence star around 3.2 million years old that has not completely condensed and settled on the main sequence.",1
Delta Crucis,8.90,"10,000.00",2.75,22570,345.00,Crux,"Imai or Delta Crucis, is a star in the southern constellation of Crux, and is the faintest of the four bright stars that form the prominent asterism known as the Southern Cross. This star has an apparent magnitude of 2.79, and its proper name was adopted by the astronomical community on 10 August 2018. Imai is a massive, hot and rapidly rotating star that is in the process of evolving into a giant, and is located at a distance of about 345 light-years (106 parsecs) from the Sun.",1
Delta Cygni,2.93,155.00,2.90,10150,165.00,Cygnus,"Delta Cygni is a binary star of a combined third-magnitude in the constellation of Cygnus. It is also part of the Northern Cross asterism whose brightest star is Deneb. Based upon parallax measurements obtained during the Hipparcos mission, Delta Cygni is located roughly 165 light-years (51 parsecs) distant from the Sun.",1
Delta Draconis,2.32,59.00,3.07,4820,97.40,Draco,"Delta Draconis , formally named Altais, is a yellow star in the constellation of Draco. It has an apparent visual magnitude of 3.0, making it easily visible to the naked eye. Based on parallax measurements obtained during the Hipparcos mission, it is approximately 97.4 light-years (29.9 parsecs) from the Sun.",1
Delta Geminorium,1.57,10.00,3.50,6900,60.50,Gemini,"Delta Geminorum, formally named Wasat, is a triple star system in the constellation of Gemini. It bore the traditional name Wasat, which derives from the Arabic word for ""middle"". Delta Geminorum is a subgiant star with the stellar classification F0 IV. It is about 60.5 light-years (18.5 parsecs) distant. This star has 1.57 times the mass of the Sun and is rotating rapidly with a projected rotational velocity of 129.7 km s−1. The estimated age is 1.6 billion years. It has an apparent visual magnitude of +3.53, allowing it to be seen with the naked eye. It is 0.18 degree south of the ecliptic so it is occasionally occulted by the Moon and, rarely, by a planet; and is eclipsed by the sun from about 10-12 July.",3
Delta Herculis,2.40,38.00,3.12,9620,75.10,Hercules,"Delta Herculis is a multiple star system in the constellation of Hercules. Its light produces to us apparent magnitude 3.12, as such the third-brightest star in the large, fairly dim constellation. Based on parallax measurement taken during the Hipparcos mission, it is approximately 23.1 parsecs (75 light-years) from the Sun. It consists of a binary pair, designated Delta Herculis A, together with three potential companions, suffixed B, C and D. Furthermore B is believed to be an optical binary. A's components are designated Delta Herculis Aa (officially named Sarin, the traditional name of the system) and Ab. It bore the traditional name Sarin. Delta Herculis A presents as an A-type main-sequence subgiant with a stellar classification of A3IV. It has both a mass and radius that are roughly two times solar yielding a total luminosity of about 18.5 L☉.",6
Delta Leonis,2.20,15.50,2.56,8296,58.40,Leo,"At magnitude 2.56, δ Leo is the fourth brightest star in the constellation Leo, the Lion. It rides the Lion's back; its principal name, Zosma, is from Greek, and means ""girdle."" Unfortunately, Zosma is a transliteration of the wrong word; the correct one means ""hip"" or ""back."" The alternative name, Duhr, is more direct, and comes from an Arabic phrase that specifically means ""the Lion's back."" Zosma is a relatively ordinary class A4 V main-sequence (hydrogen-fusing) star, although it is somewhat larger and hotter than the Sun. Lying nearby, only 58 light years away, Zosma shines with 23 times the Sun's luminosity, from a surface with a temperature of 8350 K. Its radius is about double the Sun's. Zosma is a fairly rapid rotator, spinning at least 180 km/sec at its equator, giving it a rotational period of less than half a day. It is also suspected to be a δ Scuti-type variable, vibrating subtly with a rapid period of several hours.",1
Delta Ophiuchi,1.50,61.00,2.73,3679,171.00,Ophiuchus,"Delta Ophiuchi, formally named Yed Prior, is a star in the constellation of Ophiuchus. It forms a naked eye optical double with Epsilon Ophiuchi (named Yed Posterior). The apparent visual magnitude is 2.75, making this a third-magnitude star and the fourth-brightest in the constellation. Parallax measurements from the Hipparcos spacecraft yield a distance estimate of approximately 171 light-years (52 parsecs) from the Sun (Epsilon Ophiuchi is approximately 108 light-years (33 parsecs)). It bore the traditional name Yed Prior. Yed derives from the Arabic يد yad ""hand"". Delta Ophiuchi has a stellar classification of M0.5 III, making this a red giant star that has undergone expansion of its outer envelope after exhausting the supply of hydrogen at its core.",2
Delta Orionis,24.00,"190,000.00",2.25,29500,"1,200.00",Orion,"Mintaka, designation Delta Orionis and 34 Orionis (34 Ori), is a multiple star system some 1,200 light-years from the Sun in the constellation of Orion. Together with Alnitak (Zeta Orionis) and Alnilam (Epsilon Orionis), the three stars form Orion's Belt, known by many names among ancient cultures. The star is located very close to the celestial equator. When Orion is near the meridian, Mintaka is the rightmost of the Belt's stars when viewed from the Northern Hemisphere facing south. δ Orionis is a multiple star system. There is a magnitude 7 star about 52 arcseconds away from the second-magnitude primary and a much fainter star in between. The system is designated WDS 05320-0018 in the Washington Double Star Catalog, with the 14th-magnitude companion listed as component B and the seventh-magnitude star as component C.",3
Delta Sagittarii,5.00,"1,180.00",2.72,4200,306.00,Sagittarius,"Delta Sagittarii, formally named Kaus Media, is a double star in the southern zodiac constellation of Sagittarius. The apparent visual magnitude of this star is +2.70, making it easily visible to the naked eye. Parallax measurements place the distance at roughly 348 light-years (107 parsecs) from the Sun. Eggleton and Tokovinin list Delta Sagittarii as a binary star system consisting of an evolved K-type giant star with a stellar classification of K3 III, and a white dwarf companion. The giant is a weak barium star, most likely having had its surface abundance of s-process elements enhanced through mass transfer from its orbiting companion. It has an estimated 3.21 times the mass of the Sun and is about 260 million years old.",2
